4139,0,13645084265,6164,6540,0,0,0,200,-1,-1,-1
12788,2,4282308276,95,917,0,0,0,200,-1,-1,-1
10219,1,29342818471,112369,113149,0,0,0,200,-1,-1,-1
20285,0,18369086220,0,743,0,0,0,200,-1,-1,-1
17797,0,10133492636,17959,18374,0,0,0,200,-1,-1,-1
6067,1,3063949677,0,865,0,0,0,200,-1,-1,-1
19969,0,44693019043,0,681,0,0,0,200,-1,-1,-1
14836,0,38108658810,59597,60135,0,0,0,200,-1,-1,-1
18400,4,23505811377,27641,28678,0,0,0,200,-1,-1,-1
13736,1,5932122472,5944,6756,0,0,0,200,-1,-1,-1
13315,0,2577789320,0,797,0,0,0,200,-1,-1,-1
11859,0,5063915796,1253,1753,0,0,0,200,-1,-1,-1
18856,2,19963649709,34472,34908,0,0,0,200,-1,-1,-1
16300,0,7467635418,1853,2336,0,0,0,200,-1,-1,-1
3644,2,17077325783,121,913,0,0,0,200,-1,-1,-1
9736,1,30092255157,0,815,0,0,0,200,-1,-1,-1
9469,0,2245530592,2411,3454,0,0,0,200,-1,-1,-1
9204,2,15347811499,806,1483,0,0,0,200,-1,-1,-1
3833,3,2708342856,22,667,0,0,0,200,-1,-1,-1
1353,0,1579204028,8721,9758,0,0,0,200,-1,-1,-1
4229,0,184001985,32635,33292,0,0,0,200,-1,-1,-1
14357,0,5975568180,1492,1829,0,0,0,200,-1,-1,-1
18316,10,2476842584,59340,59931,0,0,0,200,-1,-1,-1
8650,0,15456493803,2339,2914,0,0,0,200,-1,-1,-1
867,0,3155038108,1786,2367,0,0,0,200,-1,-1,-1
14280,0,35991648682,256,854,0,0,0,200,-1,-1,-1
3332,2,18070986832,1768,2263,0,0,0,200,-1,-1,-1
13166,0,39401581382,174,686,0,0,0,200,-1,-1,-1
15689,0,13683966867,0,681,0,0,0,200,-1,-1,-1
14279,0,16049546910,23041,23604,0,0,0,200,-1,-1,-1
4532,5,13298380277,1122,1902,0,0,0,200,-1,-1,-1
3028,1,17073812860,911,1856,0,0,0,200,-1,-1,-1
16743,0,22088833089,29476,30308,0,0,0,200,-1,-1,-1
2528,0,17622124531,19,829,0,0,0,200,-1,-1,-1
962,0,20476921521,112,904,0,0,0,200,-1,-1,-1
9778,0,16703887489,0,785,0,0,0,200,-1,-1,-1
19881,1,9743833700,5449,5988,0,0,0,200,-1,-1,-1
15074,2,6521313872,16219,17341,0,0,0,200,-1,-1,-1
13791,1,36146322481,363062,363637,0,0,0,200,-1,-1,-1
4560,0,26151511385,0,759,0,0,0,200,-1,-1,-1
19391,0,8887427924,4614,5527,0,0,0,200,-1,-1,-1
14570,0,5463963007,0,771,0,0,0,200,-1,-1,-1
10417,3,29713132737,0,863,0,0,0,200,-1,-1,-1
7897,1,3913350133,13613,14087,0,0,0,200,-1,-1,-1
4145,0,19073460391,2234,3127,0,0,0,200,-1,-1,-1
19212,0,11023946875,12349,13397,0,0,0,200,-1,-1,-1
7202,0,9245895146,0,356,0,0,0,200,-1,-1,-1
566,0,13475223666,33468,33947,0,0,0,200,-1,-1,-1
17490,0,1038026988,0,857,0,0,0,200,-1,-1,-1
15175,0,9527242156,1640,2521,0,0,0,200,-1,-1,-1
7510,1,9988587456,6414,6751,0,0,0,200,-1,-1,-1
3838,0,5531642075,1823,2616,0,0,0,200,-1,-1,-1
5172,1,28569023748,0,788,0,0,0,200,-1,-1,-1
12335,1,40494081612,43877,44636,0,0,0,200,-1,-1,-1
6661,5,27863182324,14652,15070,0,0,0,200,-1,-1,-1
13682,0,5625059514,61,679,0,0,0,200,-1,-1,-1
2227,0,10651270672,26,904,0,0,0,200,-1,-1,-1
16053,11,27902439641,642,1049,50,0,18,200,-1,-1,-1
14462,1,24326599874,12,329,0,0,0,200,-1,-1,-1
3273,3,13919220451,0,687,0,0,0,200,-1,-1,-1
11789,0,35605311428,7103,7645,0,0,0,200,-1,-1,-1
11716,0,12605458821,21,817,0,0,0,200,-1,-1,-1
17402,1,20649413204,9874,10959,0,0,0,200,-1,-1,-1
2414,1,37665244301,4676,5231,0,0,0,200,-1,-1,-1
4387,0,4994034715,3857,4817,0,0,0,200,-1,-1,-1
15132,0,673540559,0,871,0,0,0,200,-1,-1,-1
9431,0,37605088814,26234,26629,0,0,0,200,-1,-1,-1
14601,0,27842960153,0,810,0,0,0,200,-1,-1,-1
14838,0,38468213003,1396,2263,0,0,0,200,-1,-1,-1
9109,1,21483069692,2137,3113,0,0,0,200,-1,-1,-1
15789,0,1155064178,18236,18506,0,0,0,200,-1,-1,-1
17467,0,27113543716,838,1509,0,0,0,200,-1,-1,-1
14817,5,5922091516,19196,19826,0,0,0,200,-1,-1,-1
